id,host_is_superhost,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,number_of_reviews,average_review
11561354,t,80,80,2,1.0,1.0,1.0,6523,$125.00,31,1124,10,9.916666666666668
11561583,t,80,80,4,2.0,2.0,2.0,6523,$200.00,31,1125,3,9.916666666666668
11609854,t,11,11,2,1.0,1.0,1.0,6523,$40.00,32,400,25,9.816666666666666
11616727,t,3,3,3,1.0,1.0,1.0,6523,$84.00,30,366,259,9.85
11637237,t,3,3,4,1.0,2.0,2.0,6523,$104.00,2,100,245,9.7
11641955,t,1,1,2,1.0,1.0,1.0,6523,$80.00,1,1125,194,9.9
11658178,f,2,2,6,2.0,2.0,2.0,6523,$150.00,2,1125,14,9.916666666666668
11671188,t,80,80,2,1.0,1.0,1.0,6523,$140.00,32,1125,1,8.5
11675937,t,80,80,2,1.0,1.0,1.0,6523,$150.00,60,1124,1,10.0
11693541,t,1,1,4,1.0,2.0,3.0,6523,$128.00,2,30,202,9.95
11697616,t,1,1,2,1.0,1.0,1.0,6523,$55.00,2,7,236,9.8
11698006,f,1,1,2,1.0,1.0,1.0,6523,$65.00,1,4,145,9.95
11732807,f,1,1,4,1.0,2.0,5.0,6523,$175.00,2,1125,27,9.95
11740335,t,1,1,4,2.0,2.0,2.0,6523,$60.00,1,1125,212,9.866666666666667
11750869,t,1,1,4,1.5,2.0,2.0,6523,$74.00,3,1125,7,9.916666666666668
11760212,t,15,15,2,1.0,1.0,1.0,6523,$110.00,31,1124,2,9.583333333333332
11802754,t,1,1,2,1.0,1.0,1.0,6523,$44.00,5,1125,135,9.95
11813823,f,1,1,4,1.0,1.0,1.0,6523,$63.00,2,1125,121,9.8
11860623,f,2,2,2,1.0,1.0,1.0,6523,$70.00,1,30,45,9.45
11866232,t,2,2,4,2.0,2.0,2.0,6523,$173.00,2,29,42,9.95
11874066,t,30,30,6,2.0,2.0,3.0,6523,$177.00,17,1125,7,9.483333333333334
11874353,t,30,30,4,1.0,1.0,2.0,6523,$78.00,30,1125,1,10.0
11874451,t,30,30,6,2.0,2.0,3.0,6523,$189.00,30,1125,14,9.9
11875005,t,30,30,4,1.0,1.0,2.0,6523,$139.00,30,1125,11,9.5
11875074,t,30,30,4,1.0,1.0,2.0,6523,$92.00,30,1125,3,9.833333333333332
11887079,f,2,2,1,1.0,1.0,2.0,6523,$30.00,2,1125,0,
11902507,t,1,1,5,1.0,1.0,1.0,6523,$99.00,2,30,96,9.8
11904373,t,22,22,12,2.5,3.0,3.0,6523,$161.00,3,90,222,9.683333333333334
11923150,t,3,3,6,1.0,2.0,4.0,6523,$146.00,2,1125,303,9.733333333333334
11927345,f,1,1,4,1.0,2.0,2.0,6523,$129.00,2,10,23,9.766666666666666
11952599,t,80,80,4,2.0,2.0,2.0,6523,$200.00,31,1124,4,9.083333333333332
11965767,t,1,1,2,1.0,1.0,1.0,6523,$114.00,2,1125,253,9.95
11969085,t,2,2,5,1.0,2.0,3.0,6523,$90.00,1,60,198,9.616666666666667
11972493,t,1,1,6,1.0,3.0,3.0,6523,$135.00,15,1125,107,9.95
11983838,t,21,21,8,2.0,3.0,3.0,6523,$158.00,1,1125,10,9.816666666666666
12021281,f,1,1,4,1.0,1.0,2.0,6523,$139.00,2,1125,89,9.95
12038184,f,10,10,10,2.0,4.0,6.0,6523,$269.00,4,1125,56,9.45
12038807,t,15,15,5,1.5,2.0,4.0,6523,$220.00,31,1124,0,
12039398,f,10,10,10,3.0,4.0,8.0,6523,$269.00,4,1125,66,9.75
12039617,f,10,10,10,3.0,4.0,6.0,6523,$299.00,4,1125,73,9.533333333333333
12093618,f,3,3,4,1.0,2.0,2.0,6523,$71.00,1,1125,123,9.633333333333333
12095628,f,1,1,10,3.0,5.0,6.0,6523,$390.00,3,70,74,9.233333333333334
12110676,f,8,8,2,1.0,1.0,1.0,6523,$45.00,28,365,18,9.266666666666666
12111066,f,8,8,2,2.0,1.0,1.0,6523,$45.00,28,365,29,8.716666666666667
12111530,f,8,8,2,2.0,1.0,1.0,6523,$42.00,3,1125,5,8.616666666666667
12136495,t,30,30,4,1.0,1.0,1.0,6523,$89.00,30,1125,11,9.816666666666666
12153109,t,3,3,5,2.5,3.0,3.0,6523,$200.00,4,1125,20,9.816666666666666
12159371,f,6,6,2,2.0,1.0,2.0,6523,$49.00,1,1125,147,9.283333333333333
12159695,t,4,4,2,1.0,1.0,1.0,6523,$51.00,2,1125,12,9.583333333333332
12175196,f,4,4,8,1.5,5.0,5.0,6523,$350.00,1,1125,1,8.5
12201564,f,2,2,8,4.5,5.0,5.0,6523,$450.00,180,730,0,
12220376,f,1,1,1,1.0,1.0,1.0,6523,$60.00,2,4,1,
12227128,f,1,1,4,1.0,1.0,1.0,6523,$80.00,3,1125,0,
12229838,t,31,31,2,1.0,1.0,1.0,6523,$86.00,31,1124,1,10.0
12229961,t,31,31,5,2.0,2.0,2.0,6523,$110.00,31,1123,2,10.0
12230085,f,1,1,8,3.0,3.0,4.0,6523,$195.00,3,30,130,9.683333333333334
12241870,f,1,1,3,1.0,1.0,1.0,6523,$53.00,1,1125,106,9.9
12243016,t,3,3,2,1.0,1.0,1.0,6523,$28.00,3,180,94,9.583333333333332
12252435,t,2,2,4,1.0,2.0,3.0,6523,$115.00,2,1125,146,9.9
12268349,t,11,11,2,1.0,1.0,1.0,6523,$45.00,14,1125,26,9.766666666666666
12268908,t,11,11,2,1.5,1.0,1.0,6523,$49.00,32,300,36,9.866666666666667
12272478,t,2,2,3,1.0,1.0,2.0,6523,$85.00,1,1125,213,9.95
12290871,f,1,1,2,1.0,1.0,1.0,6523,$85.00,1,1125,6,9.766666666666666
12308104,t,1,1,2,1.0,1.0,1.0,6523,$40.00,1,365,196,9.9
12321714,t,4,4,2,2.0,1.0,1.0,6523,$49.00,1,21,247,9.766666666666666
12323073,t,2,2,6,2.0,2.0,4.0,6523,$257.00,2,1125,69,9.9
12330769,t,1,1,8,3.0,4.0,4.0,6523,$299.00,2,1125,50,9.483333333333334
12334385,f,6,6,2,2.0,1.0,1.0,6523,$33.00,1,1125,159,9.166666666666668
12361720,t,1,1,4,1.0,1.0,1.0,6523,$131.00,2,1123,230,9.85
12382366,f,1,1,8,3.0,4.0,9.0,6523,$300.00,7,1125,22,9.733333333333334
12434982,t,1,1,1,1.0,1.0,1.0,6523,$35.00,5,1125,102,9.683333333333334
12448898,t,31,31,3,1.0,,1.0,6523,$120.00,31,1123,0,
12451721,t,1,1,8,1.5,2.0,4.0,6523,$130.00,3,124,53,9.616666666666667
12452076,t,31,31,5,1.5,2.0,2.0,6523,$195.00,120,1125,1,10.0
12464708,t,1,1,6,2.0,3.0,3.0,6523,$250.00,1,1125,59,9.9
12496049,t,30,30,6,2.0,2.0,2.0,6523,$177.00,30,1125,7,10.0
12507128,t,2,2,4,1.0,2.0,2.0,6523,$75.00,2,60,159,9.85
12509442,t,1,1,3,1.0,1.0,1.0,6523,$47.00,1,1125,200,9.716666666666667
12511894,f,1,1,7,3.0,3.0,3.0,6523,$275.00,3,999,8,9.4
12536277,t,1,1,4,1.0,1.0,1.0,6523,$104.00,2,1125,98,9.95
12541151,f,16,16,2,1.0,1.0,1.0,6523,$59.00,2,27,16,8.716666666666667
12543338,f,1,1,4,2.0,2.0,3.0,6523,$250.00,4,28,33,9.666666666666668
12543743,f,1,1,4,2.0,2.0,2.0,6523,$160.00,29,1125,3,10.0
12548411,t,1,1,4,1.0,1.0,1.0,6523,$33.00,3,1125,51,9.716666666666667
12560787,f,3,3,2,1.0,1.0,1.0,6523,$99.00,3,1125,34,9.433333333333334
12584395,t,31,31,5,2.0,2.0,2.0,6523,$79.00,31,1124,1,9.833333333333332
12586766,f,1,1,2,1.0,1.0,1.0,6523,$75.00,2,1125,32,8.8
12588033,f,0,0,7,1.5,4.0,4.0,6523,$263.00,1,1125,14,9.4
12588393,t,1,1,4,2.0,2.0,2.0,6523,$269.00,2,1125,58,10.0
12623279,t,3,3,4,1.0,1.0,1.0,6523,$253.00,3,24,80,9.95
12631039,f,1,1,4,1.0,2.0,2.0,6523,$175.00,31,1125,3,8.6
12681123,f,1,1,4,1.0,1.0,2.0,6523,$80.00,2,1125,105,9.35
12714714,t,1,1,2,1.0,1.0,1.0,6523,$65.00,2,90,158,9.85
12759999,t,2,2,2,1.0,1.0,1.0,6523,$129.00,3,90,36,9.95
12762936,f,2,2,2,1.0,1.0,1.0,6523,$65.00,1,1000,1,7.166666666666667
12774987,f,16,16,4,1.0,1.0,2.0,6523,$62.00,2,27,15,9.766666666666666
12782772,f,1,1,2,1.0,2.0,1.0,6523,$48.00,10,1125,5,9.55
12783473,t,15,15,4,2.0,2.0,2.0,6523,$130.00,31,1125,0,
12805646,f,11,11,5,1.0,1.0,2.0,6523,$29.00,1,1125,12,9.566666666666666
12805999,f,11,11,2,1.0,1.0,1.0,6523,$39.00,1,1125,16,8.25
12808357,t,3,3,5,1.0,2.0,2.0,6523,$132.00,2,1125,79,9.95
12825187,t,80,80,4,1.0,1.0,1.0,6523,$140.00,60,1125,0,
12855435,f,2,2,1,1.0,1.0,1.0,6523,$102.00,1,1125,12,9.766666666666666
12868626,f,2,2,2,2.0,1.0,1.0,6523,$67.00,1,1125,128,9.85
12870133,f,2,2,1,2.0,1.0,1.0,6523,$45.00,1,1125,164,9.8
12871814,t,3,3,6,1.0,2.0,2.0,6523,$200.00,3,1125,205,9.95
12874125,f,6,6,2,2.0,1.0,1.0,6523,$49.00,1,1125,197,9.083333333333332
12890850,f,1,1,2,1.0,1.0,1.0,6523,$114.00,1,30,1,
12904781,t,30,30,4,1.0,1.0,2.0,6523,$92.00,30,1125,12,9.583333333333332
12916554,f,1,1,5,2.5,2.0,2.0,6523,$180.00,3,50,27,9.816666666666666
12918724,t,3,3,2,1.0,1.0,1.0,6523,$125.00,365,365,84,9.9
12949166,f,1,1,4,2.0,2.0,2.0,6523,$69.00,20,1125,34,9.65
12950188,t,2,2,2,1.0,1.0,1.0,6523,$80.00,3,21,99,9.85
12950970,t,3,3,2,1.5,1.0,1.0,6523,$73.00,1,1125,101,9.9
12963261,f,1,1,16,2.5,5.0,7.0,6523,$285.00,4,20,18,10.0
13004216,f,1,1,8,1.0,3.0,3.0,6523,$264.00,2,1125,13,9.75
13014320,f,3,3,2,1.0,1.0,1.0,6523,$35.00,1,1125,263,9.633333333333333
13015160,t,80,80,2,1.0,,1.0,6523,$130.00,31,1123,7,9.916666666666668
13020335,t,1,1,4,1.5,2.0,2.0,6523,$179.00,2,1125,106,9.95
13049456,t,80,80,3,1.0,1.0,1.0,6523,$157.00,60,1125,2,9.583333333333332
13062802,t,0,0,2,1.0,,1.0,6523,$50.00,1,3,260,9.666666666666668
13073130,f,2,2,2,1.5,1.0,0.0,6523,$75.00,2,1125,0,
13075856,t,1,1,6,2.0,3.0,5.0,6523,$193.00,1,1124,201,9.766666666666666
13077320,t,10,10,2,1.0,1.0,1.0,6523,$100.00,60,1124,0,
13080765,f,16,16,6,1.0,2.0,3.0,6523,$239.00,2,27,12,9.483333333333334
13097527,t,3,3,2,1.0,1.0,1.0,6523,$76.00,15,1125,36,9.683333333333334
13108080,t,3,3,10,2.0,4.0,5.0,6523,$289.00,3,120,7,9.916666666666668
13128883,t,1,1,2,1.0,1.0,1.0,6523,$27.00,5,7,36,9.633333333333333
13139438,t,1,1,3,1.0,1.0,1.0,6523,$28.00,1,30,46,9.566666666666666
13148936,f,1,1,3,1.0,1.0,2.0,6523,$186.00,2,120,36,9.483333333333334
13149571,t,1,1,2,1.0,1.0,1.0,6523,$90.00,2,1125,202,9.95
13150401,t,2,2,5,1.0,2.0,4.0,6523,$135.00,2,1125,74,9.9
13155027,f,1,1,8,3.5,4.0,8.0,6523,$445.00,2,1125,42,9.583333333333332
13165625,t,31,31,2,1.0,,1.0,6523,$110.00,31,1123,1,10.0
13174322,t,2,2,3,2.0,2.0,2.0,6523,$80.00,2,1125,146,9.95
13175429,f,52,52,8,1.5,3.0,3.0,6523,$89.00,1,1125,110,9.633333333333333
13207526,f,2,2,4,1.0,3.0,3.0,6523,$249.00,3,90,12,9.9
13219793,f,1,1,2,1.0,1.0,1.0,6523,$80.00,1,10,30,10.0
13230231,f,1,1,1,1.0,1.0,1.0,6523,$55.00,1,1125,49,9.666666666666668
13247627,t,12,12,2,1.5,1.0,6.0,6523,$44.00,2,20,17,9.816666666666666
13258544,f,1,1,2,1.0,1.0,1.0,6523,$60.00,3,31,32,9.85
13295757,t,1,1,2,2.0,1.0,1.0,6523,$179.00,3,120,33,9.95
13311675,f,5,5,12,2.0,4.0,4.0,6523,$393.00,2,1125,69,9.816666666666666
13317058,f,1,1,2,1.0,1.0,1.0,6523,$50.00,1,1125,4,9.183333333333334
13343525,t,1,1,4,1.0,1.0,1.0,6523,$105.00,2,1125,229,9.816666666666666
13345749,t,1,1,6,2.0,3.0,4.0,6523,$100.00,3,1125,68,9.666666666666668
13347295,t,1,1,5,1.0,2.0,2.0,6523,$175.00,3,14,100,9.9
13348367,t,2,2,10,3.5,5.0,6.0,6523,$328.00,2,180,172,9.766666666666666
13358192,f,1,1,4,1.0,1.0,2.0,6523,$135.00,1,1125,2,10.0
13361661,t,1,1,8,3.0,3.0,3.0,6523,$163.00,2,1125,113,9.55
13373997,t,1,1,4,1.0,1.0,1.0,6523,$99.00,2,1125,235,9.8
13387556,t,1,1,6,1.0,3.0,3.0,6523,$129.00,3,30,84,10.0
13390160,t,2,2,6,2.0,2.0,2.0,6523,$300.00,2,29,154,9.566666666666666
13404689,f,1,1,2,1.5,1.0,1.0,6523,$70.00,1,1125,17,9.616666666666667
13414718,t,1,1,4,1.0,1.0,1.0,6523,$116.00,2,10,135,9.95
13416789,t,1,1,4,1.0,2.0,2.0,6523,$97.00,1,30,326,9.583333333333332
13431644,f,1,1,4,2.0,2.0,2.0,6523,$250.00,2,1125,11,9.9
13432253,f,1,1,2,1.0,,1.0,6523,$90.00,1,2,27,9.35
13451748,t,1,1,6,2.0,2.0,2.0,6523,$175.00,2,360,108,9.9
13453259,t,1,1,2,1.0,2.0,1.0,6523,$88.00,1,1125,206,9.8
13478467,t,1,1,16,2.5,3.0,8.0,6523,$260.00,2,28,144,9.683333333333334
13493868,t,2,2,13,2.0,5.0,5.0,6523,$231.00,5,1125,132,9.95
13496433,t,2,2,7,1.5,3.0,3.0,6523,$200.00,3,1125,82,9.95
13509392,f,5,5,12,2.0,4.0,4.0,6523,$332.00,2,1125,48,9.866666666666667
13522012,t,8,8,4,2.5,1.0,2.0,6523,$18.00,3,365,398,9.716666666666667
13531342,f,7,7,2,3.0,1.0,1.0,6523,$35.00,1,30,42,9.666666666666668
13531879,f,7,7,5,1.5,2.0,2.0,6523,$75.00,1,30,3,9.833333333333332
13532621,f,2,2,4,1.0,2.0,2.0,6523,$40.00,14,35,2,8.25
13547280,f,1,1,4,1.0,1.0,1.0,6523,$100.00,2,29,38,9.9
13605649,f,7,7,2,1.0,1.0,1.0,6523,$55.00,2,500,182,9.2
13621242,f,8,8,5,1.5,3.0,4.0,6523,$75.00,3,33,248,9.683333333333334
13635380,t,8,8,2,2.5,1.0,1.0,6523,$25.00,3,365,353,9.766666666666666
13643020,f,1,1,7,2.5,3.0,3.0,6523,$300.00,2,14,12,9.9
13656154,t,2,2,6,1.0,1.0,1.0,6523,$78.00,1,28,101,9.633333333333333
13656318,t,8,8,4,2.5,1.0,2.0,6523,$27.00,3,365,377,9.8
13666998,t,1,1,2,1.0,1.0,1.0,6523,$72.00,1,1125,64,10.0
13687465,f,1,1,2,1.0,1.0,2.0,6523,$75.00,7,30,49,9.95
13687910,f,12,12,12,1.0,2.0,2.0,6523,$49.00,1,1125,325,8.583333333333332
13692886,f,1,1,3,1.0,2.0,0.0,6523,$80.00,1,90,0,
13699494,f,1,1,2,1.0,1.0,2.0,6523,$30.00,6,120,20,9.816666666666666
13713501,t,1,1,2,1.0,1.0,1.0,6523,$77.00,1,28,156,9.95
13714745,f,1,1,12,2.0,4.0,9.0,6523,$158.00,1,1124,160,9.583333333333332
13735299,f,1,1,10,3.0,3.0,3.0,6523,$289.00,2,8,55,8.95
13743298,t,1,1,2,1.0,,1.0,6523,$67.00,2,1125,148,9.516666666666666
13746300,f,4,4,6,1.0,1.0,2.0,6523,$132.00,2,1125,26,9.566666666666666
13761202,t,1,1,8,1.0,3.0,4.0,6523,$159.00,1,28,33,9.85
13768369,f,4,4,4,1.0,,2.0,6523,$132.00,2,1125,28,9.483333333333334
13776092,t,6,6,2,1.0,1.0,1.0,6523,$71.00,2,1125,113,9.85
13789072,f,11,11,2,1.0,1.0,1.0,6523,$45.00,1,1125,23,8.616666666666667
13795794,t,2,2,2,1.0,1.0,1.0,6523,$95.00,3,7,26,10.0
13798441,t,1,1,2,1.0,1.0,1.0,6523,$81.00,2,15,118,9.766666666666666
13824546,f,2,2,2,1.0,1.0,1.0,6523,$50.00,2,1125,4,10.0
13824783,t,1,1,6,1.0,1.0,1.0,6523,$30.00,3,1125,163,9.95
13830315,f,7,7,2,1.0,1.0,1.0,6523,$51.00,2,500,119,9.183333333333334
13844204,f,2,2,2,2.0,1.0,1.0,6523,$55.00,1,1125,177,9.683333333333334
13857415,t,2,2,3,1.0,1.0,3.0,6523,$80.00,2,1125,158,9.8
13858506,f,2,2,2,2.0,1.0,1.0,6523,$55.00,1,1125,179,9.716666666666667
13859218,f,2,2,2,1.0,1.0,1.0,6523,$39.00,1,365,89,9.216666666666667
13884932,f,1,1,16,4.5,6.0,9.0,6523,"$1,400.00",2,1125,24,9.95
13890897,f,2,2,3,1.0,1.0,2.0,6523,$48.00,3,15,144,9.533333333333333
13893848,f,0,0,4,1.0,1.0,2.0,6523,$175.00,2,7,56,9.95
13896300,f,1,1,2,1.0,2.0,2.0,6523,$150.00,3,30,4,10.0
13928644,t,1,1,4,1.0,,2.0,6523,$188.00,2,14,96,9.916666666666668
13940247,t,1,1,2,1.0,1.0,1.0,6523,$80.00,1,10,71,9.583333333333332
13953306,f,0,0,2,1.0,1.0,1.0,6523,$51.00,2,28,17,10.0
13960617,f,6,6,2,1.0,1.0,1.0,6523,$67.00,15,120,19,8.533333333333333
13961352,t,1,1,5,2.0,2.0,4.0,6523,$175.00,2,14,71,9.95
13967723,t,1,1,4,1.0,1.0,2.0,6523,$76.00,1,30,154,9.85
13972956,f,2,2,3,1.5,2.0,0.0,6523,$136.00,5,1125,11,9.5
13981725,t,80,80,5,2.0,2.0,2.0,6523,$220.00,60,1124,6,9.566666666666666
14009467,t,3,3,2,1.0,,1.0,6523,$110.00,3,1125,103,9.666666666666668
14016520,t,6,6,4,1.0,1.0,2.0,6523,$92.00,1,1125,47,9.716666666666667
14028571,f,2,2,2,1.0,1.0,1.0,6523,$39.00,1,365,102,9.35
14041642,f,1,1,2,1.0,1.0,1.0,6523,$70.00,2,30,81,9.616666666666667
14056171,f,1,1,2,1.0,,1.0,6523,$125.00,1,7,33,9.733333333333334
14057684,f,1,1,2,1.0,1.0,1.0,6523,$51.00,2,1125,175,9.716666666666667
14058443,f,4,4,7,1.0,2.0,2.0,6523,$61.00,1,1125,325,9.9
14058848,f,1,1,3,1.0,1.0,1.0,6523,$120.00,1,1125,4,10.0
14071876,t,1,1,4,1.0,1.0,1.0,6523,$137.00,2,30,267,9.8
14084875,f,2,2,4,2.0,2.0,2.0,6523,$420.00,4,1125,7,9.6
14085322,t,1,1,2,1.0,,0.0,6523,$68.00,1,10,445,9.716666666666667
14089727,t,5,5,3,1.0,,1.0,6523,$50.00,1,7,121,9.766666666666666
14091465,f,1,1,3,1.0,1.0,2.0,6523,$55.00,2,30,31,9.45
14091800,t,2,2,4,1.0,2.0,2.0,6523,$171.00,1,1125,122,10.0
14115665,f,7,7,2,1.5,1.0,1.0,6523,$36.00,1,30,43,9.416666666666668
14115706,f,7,7,2,1.5,1.0,1.0,6523,$35.00,1,30,45,9.716666666666667
14115710,f,7,7,9,1.5,4.0,4.0,6523,$119.00,1,30,6,9.25
14115711,f,7,7,2,1.5,1.0,1.0,6523,$35.00,1,30,33,9.283333333333333
14122332,f,1,1,6,2.0,3.0,4.0,6523,$200.00,2,1125,64,9.616666666666667
14126256,f,1,1,3,1.0,2.0,0.0,6523,$125.00,2,30,107,9.95
14141704,t,3,3,1,1.0,1.0,1.0,6523,$45.00,8,730,12,10.0
14141861,t,3,3,1,1.0,1.0,1.0,6523,$39.00,8,1124,16,10.0
14144295,t,4,4,4,1.0,1.0,2.0,6523,$112.00,2,365,225,9.9
14154418,f,1,1,4,1.0,2.0,2.0,6523,$159.00,3,1125,155,9.9
14166242,t,2,2,4,1.0,2.0,2.0,6523,$81.00,1,120,472,9.816666666666666
14167586,f,2,2,4,1.0,1.0,1.0,6523,$54.00,1,1125,195,9.633333333333333
14186032,f,1,1,5,2.0,3.0,3.0,6523,$71.00,3,1125,135,9.15
14186740,f,1,1,6,1.0,2.0,2.0,6523,$400.00,2,28,39,9.866666666666667
14197548,f,3,3,3,1.0,1.0,1.0,6523,$73.00,2,14,221,9.5
14202777,f,1,1,3,1.0,,2.0,6523,$125.00,2,10,5,10.0
14202881,t,1,1,4,1.0,1.0,2.0,6523,$250.00,1,14,56,9.9
14215568,f,2,2,1,1.0,1.0,1.0,6523,$30.00,30,30,44,9.533333333333333
14216457,f,1,1,4,1.0,2.0,2.0,6523,$113.00,2,5,20,9.9
14221576,t,1,1,4,2.0,2.0,2.0,6523,$181.00,3,365,70,9.816666666666666
14238448,t,1,1,5,1.0,2.0,2.0,6523,$42.00,1,1125,338,9.566666666666666
14296844,t,1,1,14,2.5,4.0,6.0,6523,$271.00,1,1125,223,9.95
14298102,t,11,11,2,1.0,1.0,1.0,6523,$65.00,14,65,17,9.866666666666667
14317649,f,1,1,4,1.0,1.0,1.0,6523,$76.00,2,1125,13,9.766666666666666
14339201,t,1,1,2,1.0,1.0,1.0,6523,$44.00,2,10,71,9.85
14349670,f,3,3,2,1.0,1.0,0.0,6523,$35.00,1,1125,203,9.633333333333333
14357876,f,1,1,2,1.0,1.0,1.0,6523,$55.00,31,1125,21,9.866666666666667
14382622,f,1,1,4,1.0,2.0,2.0,6523,$64.00,30,365,1,10.0
14400814,t,3,3,12,1.0,2.0,9.0,6523,$143.00,2,29,230,9.55
14429433,f,1,1,4,1.0,,1.0,6523,$71.00,2,1125,123,9.683333333333334
14431243,t,5,5,1,1.0,1.0,1.0,6523,$80.00,10,45,64,9.9
14437950,t,1,1,2,1.0,1.0,1.0,6523,$50.00,2,1125,124,9.733333333333334
14446269,f,1,1,2,1.0,1.0,1.0,6523,$41.00,2,1125,5,10.0
14449619,t,1,1,2,1.0,1.0,1.0,6523,$43.00,1,1125,225,9.95
14486985,t,1,1,2,1.0,1.0,1.0,6523,$25.00,2,1125,99,9.85
14490086,f,3,3,4,1.0,1.0,2.0,6523,$69.00,1,1124,162,9.216666666666667
14523308,f,1,1,4,1.0,1.0,1.0,6523,$91.00,1,5,62,9.816666666666666
14529740,f,3,3,4,1.0,1.0,2.0,6523,$129.00,2,30,20,9.566666666666666
14531526,t,1,1,8,2.0,3.0,4.0,6523,$311.00,2,1125,111,9.816666666666666
14539561,t,2,2,3,1.0,1.0,1.0,6523,$134.00,2,1125,118,9.9
14546442,f,52,52,8,1.5,3.0,3.0,6523,$87.00,1,1124,104,9.716666666666667
14556304,t,3,3,2,1.0,1.0,1.0,6523,$50.00,3,90,156,9.95
14556875,f,2,2,10,2.0,3.0,3.0,6523,$168.00,3,1125,97,8.816666666666666
14577181,f,2,2,6,2.0,2.0,2.0,6523,$141.00,3,1125,5,9.916666666666668
14578426,t,2,2,6,1.0,3.0,3.0,6523,$95.00,14,60,20,9.95
14586209,f,1,1,2,,1.0,1.0,6523,$43.00,2,1125,76,9.8
14588581,t,1,1,4,1.0,2.0,3.0,6523,$96.00,2,1125,97,10.0
14595303,t,2,2,8,1.0,2.0,5.0,6523,$150.00,1,1125,143,9.683333333333334
14611960,t,5,5,8,2.0,3.0,5.0,6523,$152.00,4,1125,53,9.766666666666666
14631349,t,5,5,10,2.0,4.0,6.0,6523,$405.00,4,1125,24,9.8
14650354,t,5,5,5,1.0,2.0,3.0,6523,$179.00,4,1125,24,9.516666666666666
14650845,t,5,5,5,1.0,2.0,3.0,6523,$203.00,4,1125,32,9.816666666666666
14692738,f,1,1,2,1.0,1.0,3.0,6523,$45.00,2,1125,19,10.0
14711066,t,8,8,3,1.0,1.0,1.0,6523,$82.00,1,1125,470,9.95
14715067,f,1,1,2,1.0,1.0,1.0,6523,$110.00,1,1125,18,9.95
14728382,f,2,2,4,1.0,1.0,2.0,6523,$78.00,2,60,146,9.316666666666666
14741430,t,1,1,2,1.0,1.0,1.0,6523,$136.00,2,7,182,9.95
14745479,t,6,6,3,1.0,1.0,1.0,6523,$93.00,4,1125,77,9.633333333333333
14747242,t,1,1,2,1.0,2.0,1.0,6523,$40.00,1,1125,24,9.733333333333334
14774756,f,2,2,3,1.0,1.0,1.0,6523,$223.00,2,1125,79,10.0
14801668,t,8,8,6,1.0,2.0,5.0,6523,$165.00,1,1125,117,9.533333333333333
14806923,t,3,3,6,2.0,2.0,2.0,6523,$159.00,2,1125,216,9.716666666666667
14815127,t,15,15,6,2.0,2.0,3.0,6523,$200.00,31,1125,1,10.0
14820957,t,12,12,1,1.5,1.0,1.0,6523,$50.00,2,90,10,9.15
14838457,f,1,1,8,3.5,3.0,2.0,6523,$250.00,3,1125,24,9.683333333333334
14840423,t,0,0,2,1.0,1.0,1.0,6523,$76.00,2,1125,27,10.0
14843458,f,1,1,3,1.0,1.0,1.0,6523,$49.00,3,14,33,9.35
14855907,t,4,4,2,1.0,1.0,1.0,6523,$65.00,1,29,89,9.816666666666666
14859319,f,1,1,5,2.0,2.0,2.0,6523,$221.00,2,1125,9,9.716666666666667
14864741,f,1,1,4,2.0,2.0,3.0,6523,$100.00,14,30,33,9.766666666666666
14867826,f,7,7,2,1.0,1.0,1.0,6523,$36.00,1,7,12,9.9
14871197,t,2,2,6,2.0,3.0,3.0,6523,$181.00,2,14,120,10.0
14883494,f,2,2,5,2.0,2.0,2.0,6523,$244.00,3,180,27,9.283333333333333
14885789,f,1,1,8,2.5,3.0,3.0,6523,$553.00,20,50,18,9.916666666666668
14895510,f,2,2,1,1.0,1.0,1.0,6523,$50.00,4,14,83,9.85
14914810,t,1,1,2,1.0,1.0,1.0,6523,$55.00,1,7,49,9.45
14942768,f,1,1,2,1.0,1.0,2.0,6523,$69.00,3,90,86,9.9
14946722,f,1,1,2,1.0,1.0,1.0,6523,$125.00,60,185,0,
14950449,t,2,2,2,1.0,1.0,1.0,6523,$182.00,2,1125,13,9.766666666666666
14964829,t,1,1,2,1.0,2.0,2.0,6523,$145.00,3,20,59,9.766666666666666
14969057,t,2,2,7,2.0,3.0,4.0,6523,$190.00,2,1125,68,9.766666666666666
15008013,f,1,1,4,1.0,2.0,2.0,6523,$99.00,3,1125,3,9.916666666666668
15009956,t,1,1,4,1.0,2.0,2.0,6523,$73.00,2,90,49,9.633333333333333
15010784,f,1,1,2,1.0,1.0,1.0,6523,$120.00,3,1125,72,9.9
15011149,f,0,0,8,3.5,4.0,4.0,6523,$275.00,3,14,3,9.75
15019977,t,1,1,4,1.0,1.0,1.0,6523,$215.00,1,7,76,10.0
15022766,f,1,1,3,1.0,,1.0,6523,$119.00,2,12,91,9.75
15024671,t,5,5,5,1.0,3.0,3.0,6523,$203.00,4,1125,33,9.716666666666667
15026222,t,4,4,5,2.0,2.0,2.0,6523,$206.00,4,30,4,10.0
15028822,f,3,3,2,1.0,1.0,1.0,6523,$40.00,3,1125,156,9.633333333333333
15037503,f,3,3,4,1.0,1.0,2.0,6523,$76.00,1,1124,174,9.2
